ProgramSection,ProgramSubSection,Activity,AgeGroup,Location,CourseCode,CourseComments,CourseDayofWeek,CourseDate,CourseTime
Aquatics,Private Aquatic Lessons,Privates - Centennial,3+ years,Centennial Pool,167226,No class Oct 13,Sun,Apr 13-Jun 15,12:30-1 p.m.
Aquatics,Private Aquatic Lessons,Privates - Centennial,3+ years,Centennial Pool,167227,,Tue,Apr 15-Jun 17,7:30-8 p.m.
Aquatics,Private Aquatic Lessons,Privates - Centennial,3+ years,Centennial Pool,167230,No class Apr 20,Sun,Apr 13-Jun 22,10:30-11 a.m.
Aquatics,Specialty Aquatics,Adapted Aquatics - Preschool,3-6 years,Centennial Pool,167232,No class May 17,Sat,Apr 12-Jun 14,12-12:30 p.m.
Aquatics,Specialty Aquatics,Adapted Aquatics - Schoolage - Just Starting,7-11 years,Centennial Pool,167233,No class May 17,Sat,Apr 12-Jun 14,12:30-1:15 p.m.
Aquatics,Specialty Aquatics,Adapted Aquatics - Schoolage - Next Steps,7-11 years,Centennial Pool,167234,Combined with Just starting/Starting strokes  No class May 17,Sat,Apr 12-Jun 14,12:30-1:15 p.m.
Aquatics,Specialty Aquatics,Adapted Aquatics - Schoolage - Starting Strokes,7-11 years,Centennial Pool,167235,No class May 17,Sat,Apr 12-Jun 14,12:30-1:15 p.m.
Aquatics,Specialty Aquatics,Adapted Aquatics - Teen,12-18 years,Centennial Pool,167236,No class May 17,Sat,Apr 12-Jun 14,1:15-2 p.m.
Aquatics,Specialty Aquatics,Lifesaving Fitness,11+ years,Centennial Pool,167237,,Sat,Apr 12-Jun 14,9:30-10:30 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids  1,5-12 years,Victoria Road Recreation Centre,167280,,Thu,Apr 17-Jun 19,5:30-6 p.m.
Aquatics,Preschool Aquatics,Sea Lion,32mos-5 years,West End Community Centre,167282,No class Apr 20,Sun,Apr 13-Jun 22,7-7:30 p.m.
Aquatics,Family Lessons,"Family P & T (Starfish, Duck, Sea Turtle)",4mos-3 years,West End Community Centre,167283,"Combined Starfish, Duck and Sea Turtle",Thu,Apr 17-Jun 19,5:45-6:15 p.m.
Aquatics,Family Lessons,"Family P & T (Starfish, Duck, Sea Turtle)",4mos-3 years,West End Community Centre,167284,"Combined Starfish, Duck and Sea Turtle",Thu,Apr 17-Jun 19,6:30-7 p.m.
Aquatics,Family Lessons,"Family P & T (Starfish, Duck, Sea Turtle)",4mos-3 years,West End Community Centre,167285,"Combined Starfish, Duck and Sea Turtle",Thu,Apr 17-Jun 19,7:15-7:45 p.m.
Aquatics,Family Lessons,"Family P & T (Starfish, Duck, Sea Turtle)",4mos-3 years,West End Community Centre,167286,"Combined Starfish, Duck and Sea Turtle  No class Apr 20",Sun,Apr 13-Jun 22,10:15-10:45 a.m.
Aquatics,Preschool Aquatics,RC Duck,12-24mos,West End Community Centre,167287,Combined with Starfish,Sat,Apr 12-Jun 14,12:30-1 p.m.
Aquatics,Preschool Aquatics,RC Sea Otter,3-6 years,West End Community Centre,167288,,Sat,Apr 12-Jun 14,12-12:30 p.m.
Aquatics,Preschool Aquatics,RC Starfish,4-12mos,West End Community Centre,167289,Combined with Duck,Sat,Apr 12-Jun 14,12:30-1 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 3,5-12 years,West End Community Centre,167290,,Sat,Apr 12-Jun 14,11:30 a.m.-12 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 4,5-12 years,West End Community Centre,167291,,Sat,Apr 12-Jun 14,11:30 a.m.-12 p.m.
Aquatics,Private Aquatic Lessons,Privates - WECC,3-15 years,West End Community Centre,167292,No class Apr 18,Fri,Apr 11-Jun 20,5-5:30 p.m.
Aquatics,Preschool Aquatics,Sea Lion,32mos-5 years,West End Community Centre,167326,,Thu,Apr 17-Jun 19,5:15-5:45 p.m.
Aquatics,Private Aquatic Lessons,Privates - WECC,3-99 years,West End Community Centre,167342,,Thu,Apr 17-Jun 19,4:45-5:15 p.m.
Aquatics,Private Aquatic Lessons,Privates - WECC,3-99 years,West End Community Centre,167343,,Thu,Apr 17-Jun 19,4:45-5:15 p.m.
Aquatics,Preschool Aquatics,Sea Lion,32mos-5 years,West End Community Centre,167344,,Thu,Apr 17-Jun 19,5:45-6:15 p.m.
Aquatics,Preschool Aquatics,Sea Lion,32mos-5 years,West End Community Centre,167345,,Thu,Apr 17-Jun 19,6:15-6:45 p.m.
Aquatics,Preschool Aquatics,Sea Lion,32mos-5 years,West End Community Centre,167346,,Thu,Apr 17-Jun 19,6:45-7:15 p.m.
Aquatics,Family Lessons,"Family A (Sea Otter, Salamander, Sunfish, Crocodile)",3-6 years,West End Community Centre,167546,,Tue,Apr 15-Jun 17,8:45-9:30 a.m.
Aquatics,Family Lessons,"Family A (Sea Otter, Salamander, Sunfish, Crocodile)",3-6 years,West End Community Centre,167547,,Tue,Apr 15-Jun 17,9:30-10:15 a.m.
Aquatics,Family Lessons,"Family A (Sea Otter, Salamander, Sunfish, Crocodile)",3-6 years,West End Community Centre,167549,,Thu,Apr 17-Jun 19,8:45-9:30 a.m.
Aquatics,Family Lessons,"Family A (Sea Otter, Salamander, Sunfish, Crocodile)",3-6 years,West End Community Centre,167550,,Thu,Apr 17-Jun 19,9:30-10:15 a.m.
Aquatics,Family Lessons,"Family P & T (Starfish, Duck, Sea Turtle)",4mos-3 years,West End Community Centre,167551,"Combined Starfish, Duck and Sea Turtle",Thu,Apr 17-Jun 19,9-9:30 a.m.
Aquatics,Preschool Aquatics,Sea Lion,32mos-5 years,West End Community Centre,167553,,Thu,Apr 17-Jun 19,10-10:30 a.m.
Aquatics,Preschool Aquatics,RC Sea Otter,3-6 years,West End Community Centre,167707,,Wed,Apr 16-Jun 18,7-7:30 p.m.
Aquatics,Preschool Aquatics,RC Sea Turtle,24-36mos,West End Community Centre,167708,Combined with Duck,Wed,Apr 16-Jun 18,8:30-9 a.m.
Aquatics,Preschool Aquatics,RC Duck,12-24mos,West End Community Centre,167709,Combined with Starfish,Wed,Apr 16-Jun 18,9-9:30 a.m.
Aquatics,Preschool Aquatics,RC Starfish,4-12mos,West End Community Centre,167710,Combined with Duck,Wed,Apr 16-Jun 18,9-9:30 a.m.
Aquatics,Private Aquatic Lessons,Privates - WECC,3-99 years,West End Community Centre,167711,Level 2 and lower - lap pool not available,Wed,Apr 16-Jun 18,5-5:30 p.m.
Aquatics,Preschool Aquatics,Sea Lion,32mos-5 years,West End Community Centre,167712,,Tue,Apr 15-Jun 17,10-10:30 a.m.
Aquatics,Preschool Aquatics,RC Duck,12-24mos,West End Community Centre,167713,No class May 19  Combined with Starfish,Mon,Apr 14-Jun 23,8:30-9 a.m.
Aquatics,Preschool Aquatics,RC Sea Otter,3-6 years,West End Community Centre,167714,No class May 19,Mon,Apr 14-Jun 23,5:30-6 p.m.
Aquatics,Preschool Aquatics,RC Sea Turtle,24-36mos,West End Community Centre,167715,No class May 19  Combined with Duck,Mon,Apr 14-Jun 16,9-9:30 a.m.
Aquatics,Preschool Aquatics,RC Starfish,4-12mos,West End Community Centre,167716,No class May 19  Combined with Duck,Mon,Apr 14-Jun 23,8:30-9 a.m.
Aquatics,Private Aquatic Lessons,Privates - Centennial,3+ years,Centennial Pool,167757,No class Apr 18,Fri,Apr 11-Jun 20,4:45-5:15 p.m.
Aquatics,Private Aquatic Lessons,Privates - Centennial,3+ years,Centennial Pool,167758,No class Apr 18,Fri,Apr 11-Jun 20,5:15-5:45 p.m.
Aquatics,Family Lessons,"Family P & T (Starfish, Duck, Sea Turtle)",4mos-3 years,Centennial Pool,167759,"No Class Apr 18  Combined Starfish, Duck & Sea Turtle",Fri,Apr 11-Jun 20,5:45-6:15 p.m.
Aquatics,Family Lessons,"Family P & T (Starfish, Duck, Sea Turtle)",4mos-3 years,Centennial Pool,167760,"No Class Apr 18  Combined Starfish, Duck & Sea Turtle",Fri,Apr 11-Jun 20,6:15-6:45 p.m.
Aquatics,Private Aquatic Lessons,Privates - Centennial,3+ years,Centennial Pool,167807,,Sat,Apr 12-Jun 14,9:30-10 a.m.
Aquatics,Private Aquatic Lessons,Privates - Centennial,3+ years,Centennial Pool,167808,,Sat,Apr 12-Jun 14,10-10:30 a.m.
Aquatics,Private Aquatic Lessons,Privates - Centennial,3+ years,Centennial Pool,167809,,Sat,Apr 12-Jun 14,10:30-11 a.m.
Aquatics,Specialty Aquatics,Adapted Aquatics - Adult,18+ years,Centennial Pool,167810,"This swimming program takes an individualized approach and design for adults with physical, developmental or communicative disabilities who require specialized instruction in and around the water.  A one 2 one volunteer works with each adult under the guidance of a specialty swimming instructor. Aims: comfort in water, buoyancy and movement, submersion, surface support, front and back swims, shallow and deep water activities, water safety education.",Sat,Apr 12-Jun 14,11-11:45 a.m.
Aquatics,Preschool Aquatics,RC Whale,3-6 years,Centennial Pool,167811,No class Apr 20,Sun,Apr 13-Jun 22,12:30-1 p.m.
Aquatics,H3O Classes (Tri-Privates),H3O - RC Swim Kids 7,6-12 years,Centennial Pool,167812,No class Apr 20  Combined with H3O Swim Kids 8,Sun,Apr 13-Jun 22,3:30-4 p.m.
Aquatics,H3O Classes (Tri-Privates),H3O - RC Swim Kids 8,6-12 years,Centennial Pool,167813,No class Apr 20  Combined with H3O Swim Kids 7,Sun,Apr 13-Jun 22,3:30-4 p.m.
Aquatics,H3O Classes (Tri-Privates),H3O - RC Swim Kids 9,6-12 years,Centennial Pool,167814,No class apr 20  Combined with H3O Swim Kids 10,Sun,Apr 13-Jun 22,3-3:30 p.m.
Aquatics,H3O Classes (Tri-Privates),H3O - RC Swim Kids 10,6-12 years,Centennial Pool,167815,No class Apr 20  Combined with H3O Swim Kids 9,Sun,Apr 13-Jun 22,3-3:30 p.m.
Aquatics,Private Aquatic Lessons,Privates - VRRC,3+ years,Victoria Road Recreation Centre,167948,8 Lessons,Mon,Jul 7-Aug 25,6:30-7 p.m.
Aquatics,Private Aquatic Lessons,Privates - VRRC,3+ years,Victoria Road Recreation Centre,167949,8 Lessons,Mon,Jul 7-Aug 25,7:30-8 p.m.
Aquatics,Private Aquatic Lessons,Privates - VRRC,3+ years,Victoria Road Recreation Centre,167950,8 Lessons,Mon,Jul 7-Aug 25,7:30-8 p.m.
Aquatics,Advanced Leadership,LSS Lifesaving Instructors - WECC,16+ years,West End Community Centre,168388,Course hours:  Fri 6-10 p.m. Sat & Sun 9 a.m. - 6 p.m.,Fri-Sun,Jun20-22,6-10 p.m.
Aquatics,Specialty Aquatics,Volunteer Seminar,12+ years,West End Community Centre,168402,,Thu,Mar-20,5-6 p.m.
Aquatics,Staff Training/Hiring Screenings,Aquatics Staff training courses,15-99 years,Victoria Road Recreation Centre,168442,Training for part time staff.,Mon,Mar-31,5:15-6:15 p.m.
Aquatics,Staff Training/Hiring Screenings,Aquatics Staff training courses,15-99 years,Victoria Road Recreation Centre,168443,,Mon,Mar-31,6:15-8:15 p.m.
Aquatics,Staff Training/Hiring Screenings,Aquatics Staff training courses,15-99 years,West End Community Centre,168444,,Sat,Apr-05,9-11 a.m.
Aquatics,Staff Training/Hiring Screenings,Aquatics Staff training courses,15-99 years,Centennial Pool,168445,,Fri,Mar-28,5-7 p.m.
Aquatics,Staff Training/Hiring Screenings,Aquatics Staff training courses,15-99 years,West End Community Centre,168446,,Sat,Apr-05,11:30 a.m.-12:30 p.m.
Aquatics,Staff Training/Hiring Screenings,Aquatics Staff training courses,15-99 years,West End Community Centre,168447,,Tue,Apr-08,5-7 p.m.
Aquatics,Staff Training/Hiring Screenings,Aquatics Staff training courses,16-99 years,West End Community Centre,168448,,Tue,Apr-08,4-5 p.m.
Aquatics,Staff Training/Hiring Screenings,Aquatics Staff training courses,16-99 years,West End Community Centre,168449,,Mon,Apr-28,4-8 p.m.
Aquatics,Staff Training/Hiring Screenings,Aquatics Staff training courses,16-99 years,West End Community Centre,168450,,Thu,May-15,4-8 p.m.
Aquatics,Staff Training/Hiring Screenings,Aquatics Staff training courses,15-99 years,Centennial Pool,168451,,Sat,May-10,9:30-11:30 a.m.
Aquatics,Specialty Aquatics,RC Adult Swim Basics 1,16+ years,Victoria Road Recreation Centre,168452,,Thu,Apr 17-Jun 19,7:30-8:15 p.m.
Aquatics,Specialty Aquatics,RC Adult Swim Basics 1,16+ years,Victoria Road Recreation Centre,168453,Combined with Adult 2 & 3  No class Apr 20,Sun,Apr 13-Jun 22,5:30-6:45 p.m.
Aquatics,Specialty Aquatics,RC Adult Swim Basics 1,16+ years,Victoria Road Recreation Centre,168454,Combined with Adult 2 & 3  No class Apr 20,Sun,Apr 13-Jun 15,6:15-7 p.m.
Aquatics,Specialty Aquatics,RC Adult Swim Basics 2,16+ years,Victoria Road Recreation Centre,168456,,Thu,Apr 17-Jun 19,7:30-8:15 p.m.
Aquatics,Specialty Aquatics,RC Adult Swim Basics 2,16+ years,Victoria Road Recreation Centre,168457,Combined with Adult 1 & 3  No class Apr 20,Sun,Apr 13-Jun 22,5:30-6:15 p.m.
Aquatics,Specialty Aquatics,RC Adult Swim Basics 2,16+ years,Victoria Road Recreation Centre,168458,Combined with Adult 1 & 3  No class Apr 20,Sun,Apr 13-Jun 22,6:15-7 p.m.
Aquatics,Specialty Aquatics,RC Adult Swim Strokes 3,16+ years,Victoria Road Recreation Centre,168460,,Thu,Apr 17-Jun 19,7:30-8:15 p.m.
Aquatics,Specialty Aquatics,RC Adult Swim Strokes 3,16+ years,Victoria Road Recreation Centre,168461,Combined with Adult 1 & 2  No class Apr 20,Sun,Apr 13-Jun 22,5:30-6:15 p.m.
Aquatics,Specialty Aquatics,RC Adult Swim Strokes 3,16+ years,Victoria Road Recreation Centre,168462,Combined with Adult 1 & 2  No class Apr 20,Sun,Apr 13-Jun 22,6:15-7 p.m.
Aquatics,Advanced Leadership,Pre-NLS,14-30 years,Victoria Road Recreation Centre,168474,,Wed,May 7-Jun 18,7:30-8:30 p.m.
Aquatics,Specialty Aquatics,Diving Introduction,7-13 years,Victoria Road Recreation Centre,168482,,Tue,Apr 15-Jun 17,6-6:30 p.m.
Aquatics,Specialty Aquatics,Diving Introduction,7-13 years,Victoria Road Recreation Centre,168483,No class Apr 20,Sun,Apr 13-Jun 22,5:30-6 p.m.
Aquatics,Specialty Aquatics,Diving Introduction,7-13 years,Victoria Road Recreation Centre,168484,No class Apr 20,Sun,Apr 13-Jun 22,6:45-7:15 p.m.
Aquatics,Specialty Aquatics,Diving Advanced,7-13 years,Victoria Road Recreation Centre,168485,,Tue,Apr 15-Jun 17,7:15-8 p.m.
Aquatics,Specialty Aquatics,Diving Advanced,7-13 years,Victoria Road Recreation Centre,168486,No class Apr 20,Sun,Apr 13-Jun 22,6:45-7:30 p.m.
Aquatics,Specialty Aquatics,Diving - Next Steps,7+ years,Victoria Road Recreation Centre,168487,,Tue,Apr 15-Jun 17,6:30-7:15 p.m.
Aquatics,Specialty Aquatics,Diving - Next Steps,7+ years,Victoria Road Recreation Centre,168488,No class Oct 13,Sun,Apr 13-Jun 22,6-6:45 p.m.
Aquatics,Advanced Leadership,Bronze Cross - VRRC,13+ years,Victoria Road Recreation Centre,168489,No Class Apr 18 & May 23  Exam Jun 20;  7 - 10 pm,Fri,Apr 11-Jun 20,6-8:30 p.m.
Aquatics,Advanced Leadership,Bronze Cross - VRRC,13+ years,Victoria Road Recreation Centre,168491,No class May 19,Mon,Apr 14-Jun 16,1-3 p.m.
Aquatics,Advanced Leadership,Bronze Medallion & Emergency First Aid - Cent,13+ years,Centennial Pool,168492,Exam Jun 24; 5:30-8:30 pm,Tue,Apr 15-Jun 24,6-8:30 p.m.
Aquatics,Advanced Leadership,Bronze Medallion & Emergency First Aid - VRRC,13+ years,Victoria Road Recreation Centre,168493,No Class Apr 18 & May 23  Exam Jun 20;  7 - 10 pm,Fri,Apr 11-Jun 20,6-9 p.m.
Aquatics,Advanced Leadership,Bronze Medallion & Emergency First Aid - VRRC,13+ years,Victoria Road Recreation Centre,168495,No Class May 19,Mon,Apr 14-Jun 23,12:30-3 p.m.
Aquatics,Advanced Leadership,Bronze Cross - Centennial,13+ years,Centennial Pool,168496,Exam jun 21; 9:30 am - 12:30 pm,Sat,Apr 12-Jun 21,10:30 a.m.-12:30 p.m.
Aquatics,Advanced Leadership,Bronze Star,11+ years,Victoria Road Recreation Centre,168497,No Class Apr 20,Sun,Apr 13-Jun 22,5:30-6:45 p.m.
Aquatics,Advanced Leadership,Bronze Star,11+ years,Victoria Road Recreation Centre,168498,No Class Oct 14,Mon,Apr 14-Jun 23,1-2 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 5,6-12 years,West End Community Centre,168732,Combined with Swim Kids 6,Tue,Apr 15-Jun 17,5-5:45 p.m.
Aquatics,Schoolage Aquatics,U of G research,4-9 years,West End Community Centre,168890,,Daily,Jan 24-Mar 17,4:30-7:30 p.m.
Aquatics,Advanced Leadership,LSS First Aid Update Clinic,16+ years,Victoria Road Recreation Centre,168940,,Fri,May-09,5:30-10 p.m.
Aquatics,Family Lessons,"Family P & T (Starfish, Duck, Sea Turtle)",4mos-3 years,Victoria Road Recreation Centre,168944,"No Class Apr 20  Combined Starfish, Duck & Sea Turtle",Sun,Apr 13-Jun 22,5:45-6:15 p.m.
Aquatics,Family Lessons,"Family P & T (Starfish, Duck, Sea Turtle)",4mos-3 years,Victoria Road Recreation Centre,168945,"No Class Apr 20  Combined Starfish, Duck & Sea Turtle",Sun,Apr 13-Jun 22,6:15-6:45 p.m.
Aquatics,Advanced Leadership,Leadership Strokes and Skills,11+ years,Victoria Road Recreation Centre,168947,,Wed,May 7-Jun 18,7:30-8:30 p.m.
Adults,Active Living,Absolutely Abs,18+ years,West End Community Centre,164356,no class May 20,Mon,Apr 7-Jun 16,6-7 p.m.
Adults,Active Living,Badminton - Adult Recreational,18+ years,West End Community Centre,164360,,Wed,Apr 9-Jun 18,8:30-10:30 p.m.
Adults,Active Living,Hula Hoop,18+ years,West End Community Centre,164375,,Thu,Apr 10-Jun 12,8:30-9:30 p.m.
Adults,Active Living,Learn to Fence- Adult,17+ years,West End Community Centre,164378,no class May 19,Mon,Apr 7-Jun 2,8-9:30 p.m.
Adults,Active Living,Stroller Fit,18+ years,West End Community Centre,164392,,Tue,Apr 8-Jun 10,10-11 a.m.
Adults,Active Living,Stroller Fit,18+ years,Victoria Road Recreation Centre,164393,,Thu,Apr 10-Jun 12,10:15-11:15 a.m.
Adults,Tennis,Tennis Level I - Adult,17+ years,Royal City Tennis Club,164405,,Wed/Mon,Apr2-28,7-8 p.m.
Adults,Tennis,Tennis Level I - Adult,17+ years,St. George's Park,164406,no class May 20,Wed/Mon,Apr 30-May 26,7-8 p.m.
Adults,Tennis,Tennis Level I - Adult,17+ years,Exhibition Park & Arena,164407,,Thu/Tue,May1-27,7-8 p.m.
Adults,Tennis,Tennis Level I - Adult,17+ years,Exhibition Park & Arena,164408,,Thu/Tue,May1-27,9:30-10:30 a.m.
Adults,Tennis,Tennis Level I - Adult,17+ years,Exhibition Park & Arena,164409,,Mon/Wed,Jun2-25,7-8 p.m.
Adults,Tennis,Tennis Level I - Adult,17+ years,St. George's Park,164410,,Tue/Thu,Jun3-26,7-8 p.m.
Adults,Tennis,Tennis Level I - Adult,17+ years,Exhibition Park & Arena,164411,,Tue/Thu,Jun3-26,9:30-10:30 a.m.
Adults,Tennis,Tennis Level I - Adult,17+ years,St. George's Park,164412,,Wed/Mon,Jul2-28,7-8 p.m.
Adults,Tennis,Tennis Level I - Adult,17+ years,Exhibition Park & Arena,164413,,Thu/Tue,Jul3-29,7-8 p.m.
Adults,Tennis,Tennis Level I - Adult,17+ years,St. George's Park,164414,,Tue/Thu,Aug5-28,7-8 p.m.
Adults,Tennis,Tennis Level I - Adult,17+ years,Exhibition Park & Arena,164415,no class Aug 5,Wed/Mon,Jul 30-Aug 25,7-8 p.m.
Adults,Tennis,Tennis Level II - Adult,17+ years,Royal City Tennis Club,164425,,Tue/Thu,Apr1-24,7-8 p.m.
Adults,Tennis,Tennis Level II - Adult,17+ years,St. George's Park,164426,no class May 20,Wed/Mon,Apr 30-May 26,8-9 p.m.
Adults,Tennis,Tennis Level II - Adult,17+ years,Exhibition Park & Arena,164427,,Thu/Tue,May1-27,8-9 p.m.
Adults,Tennis,Tennis Level II - Adult,17+ years,Exhibition Park & Arena,164428,,Thu/Tue,May1-27,10:30-11:30 a.m.
Adults,Tennis,Tennis Level II - Adult,17+ years,Exhibition Park & Arena,164429,,Mon/Wed,Jun2-25,8-9 p.m.
Adults,Tennis,Tennis Level II - Adult,17+ years,Exhibition Park & Arena,164430,,Tue/Thu,Jun3-26,10:30-11:30 a.m.
Adults,Tennis,Tennis Level II - Adult,17+ years,St. George's Park,164431,,Tue/Thu,Jun3-26,8-9 p.m.
Adults,Tennis,Tennis Level II - Adult,17+ years,St. George's Park,164432,,Wed/Mon,Jul2-28,8-9 p.m.
Adults,Tennis,Tennis Level II - Adult,17+ years,Exhibition Park & Arena,164433,,Thu/Tue,Jul3-29,8-9 p.m.
Adults,Tennis,Tennis Level II - Adult,17+ years,Exhibition Park & Arena,164434,no class Aug5,Wed/Mon,Jul 30-Aug 25,8-9 p.m.
Adults,Tennis,Tennis Level II - Adult,17+ years,St. George's Park,164435,,Tue/Thu,Aug5-28,8-9 p.m.
Adults,Active Living,Total Muscle Toning,18+ years,West End Community Centre,164447,,Tue,Apr 8-Jun 10,6:15-7:15 p.m.
Adults,Active Living,Total Muscle Toning,18+ years,West End Community Centre,164448,,Thu,Apr 10-Jun 12,5:30-6:30 p.m.
Adults,Active Living,Yoga,18+ years,West End Community Centre,164449,no class May 20,Mon,Apr 7-Jun 16,7-8 p.m.
Adults,Active Living,ZUMBA,18+ years,West End Community Centre,164450,,Thu,Apr 10-Jun 19,7:15-8:15 p.m.
Adults,Active Living,Badminton - Adult Recreational,18+ years,Evergreen Seniors Centre,164452,,Mon,Apr 7-Jun 16,6:30-8:30 p.m.
Adults,Pottery,Open Studio,18+ years,50 Municipal Street,164521,,Sat,Apr 5-Aug 23,12-4 p.m.
Adults,Pottery,Open Studio,18+ years,50 Municipal Street,164522,,Wed,Jul 9-Aug 20,6-9 p.m.
Adults,Pottery,Pottery - Family Night,8-101 years,50 Municipal Street,164523,,Fri,May-09,6-8 p.m.
Adults,Pottery,Pottery Wheel & Handbuilding,18+ years,50 Municipal Street,164526,,Thu,Apr 10-Jun 12,9:30-11:30 a.m.
Adults,Pottery,Pottery Wheel & Handbuilding,18+ years,50 Municipal Street,164527,,Thu,Apr 10-Jun 12,7:30-9:30 p.m.
Adults,Pottery,Pottery on the Wheel,18+ years,50 Municipal Street,164528,,Tue,Apr 8-Jun 10,7:30-9:30 p.m.
Adults,Pottery,Pottery on the Wheel,18+ years,50 Municipal Street,164529,,Wed,Apr 9-Jun 11,7:30-9:30 p.m.
Adults,Pottery,Pottery on the Wheel,18+ years,50 Municipal Street,164530,,Mon,Apr 7-Jun 16,7:30-9:30 p.m.
Adults,Pottery,Pottery on the Wheel,18+ years,50 Municipal Street,164531,,Mon,Apr 7-Jun 16,9:30-11:30 a.m.
Adults,Pottery,Sculpture Group,18+ years,50 Municipal Street,164533,,Wed,Apr 9-May 28,9:15 a.m.-12:30 p.m.
Adults,Pottery,Try it on the Wheel,18-101 years,50 Municipal Street,164535,,Fri,Apr-25,7:30-9:30 p.m.
Adults,Active Living,Diaper Fit and Diaperfit Extra,18+ years,West End Community Centre,165498,30 min exercise in lap pool  15 songs and games in leisure pool  No class May 19,Mon,Apr 14-Jun 23,9:45-10:30 a.m.
Adults,Active Living,Diaper Fit and Diaperfit Extra,18+ years,West End Community Centre,165499,Diaperfit Extra - 45 min exercise class in the lap pool,Tue,Apr 15-Jun 17,9:45-10:30 a.m.
Adults,Active Living,Diaper Fit and Diaperfit Extra,18+ years,West End Community Centre,165500,30 min exercise in lap pool  15 songs and games in leisure pool,Thu,Apr 17-Jun 19,9:30-10:15 a.m.
Adults,Active Living,Diaper Fit and Diaperfit Extra,18+ years,West End Community Centre,165501,30 min exercise in lap pool  15  min songs and games in leisure pool,Sat,Apr 12-Jun 14,8:45-9:30 a.m.
Adults,Active Living,Baby Boot Camp,18+ years,West End Community Centre,167279,no class Oct 8,Mon,Apr 7-Jun 16,9-10 a.m.
Adults,General Interest,High Five - Principles of Healthy Child Development,15-99 years,Victoria Road Recreation Centre,167335,,Sat,May-03,9 a.m.-4:30 p.m.
Adults,Active Living,Diaper Fit and Diaperfit Extra,18+ years,Victoria Road Recreation Centre,168948,No Class May 19,Mon,Apr 14-Jun 16,1-1:45 p.m.
Adults,Active Living,Diaper Fit and Diaperfit Extra,18+ years,Victoria Road Recreation Centre,168949,,Wed,Apr 16-Jun 18,10:30-11:15 a.m.
Adults,Active Living,Diaper Fit and Diaperfit Extra,18+ years,Victoria Road Recreation Centre,168950,No class Apr 18 and May 23,Fri,Apr 11-Jun 20,1-1:45 p.m.
