ProgramSection,ProgramSubSection,Activity,AgeGroup,Location,CourseCode,CourseComments,CourseDayofWeek,CourseDate,CourseTime
Seniors,Visual and Creative Arts,Acrylic Painting,All Ages,Evergreen Seniors Centre,167375,,Thu,Apr 17-Jun 12,9 a.m.-12 p.m.
Seniors,General Interest,Antique Discovery,All Ages,Evergreen Seniors Centre,167377,,Fri,May-30,12:30-3:30 p.m.
Seniors,Computers & Technology,Brain Fit,All Ages,Evergreen Seniors Centre,167386,,Tue/Thu,Apr 15-May 15,9:30-11:30 a.m.
Seniors,General Interest,Brain Gym and More,All Ages,Evergreen Seniors Centre,167387,,Tue,Apr 22-Jun 24,10-11:30 a.m.
Seniors,Active Living,Cardio Dance,All Ages,Evergreen Seniors Centre,167390,,Tue,Apr 15-Jun 24,2-3 p.m.
Seniors,Computers & Technology,Computer Maintenance - Keep it running smoothly,All Ages,Evergreen Seniors Centre,167391,"Make your computer running faster. Clean up - delete unneeded folders and files, delete cookies, clear your cache. Create system restore points, backup your computer, scanning and defragmenting hard drive, computer security  and  much more.",Thu,Apr 17-May 1,1-3 p.m.
Seniors,Computers & Technology,Computer Mentoring,All Ages,Evergreen Seniors Centre,167392,,Mon,Apr-14,1-3 p.m.
Seniors,Computers & Technology,Computer Mentoring,All Ages,Evergreen Seniors Centre,167393,,Mon,Apr-28,1-3 p.m.
Seniors,Computers & Technology,Computer Mentoring,All Ages,Evergreen Seniors Centre,167394,,Mon,May-05,1-3 p.m.
Seniors,Computers & Technology,Computer Mentoring,All Ages,Evergreen Seniors Centre,167395,,Mon,May-12,1-3 p.m.
Seniors,Computers & Technology,Computer Mentoring,All Ages,Evergreen Seniors Centre,167396,,Mon,May-19,1-3 p.m.
Seniors,Computers & Technology,Computer Mentoring,All Ages,Evergreen Seniors Centre,167397,,Mon,Jun-02,1-3 p.m.
Seniors,Computers & Technology,Computer Mentoring,All Ages,Evergreen Seniors Centre,167398,,Mon,Jun-09,1-3 p.m.
Seniors,Computers & Technology,Computer Mentoring,All Ages,Evergreen Seniors Centre,167399,,Mon,Jun-16,1-3 p.m.
Seniors,Computers & Technology,Computer Mentoring,All Ages,Evergreen Seniors Centre,167400,,Mon,Jun-23,1-3 p.m.
Seniors,Computers & Technology,Computer Mentoring,All Ages,Evergreen Seniors Centre,167401,,Mon,Jun-30,1-3 p.m.
Seniors,Computers & Technology,Computer Tablets,55-99 years,Evergreen Seniors Centre,167402,This course is to help the new iPad user naviagate through the functions of this type of computer tablet.  Please bring your iPad to class with you so you are ready to get started.,Thu,Apr 24-May 1,6-8 p.m.
Seniors,Computers & Technology,Computer Tablets,55-99 years,Evergreen Seniors Centre,167403,This course is to help the new ANDROID tablet user naviagate through the functions of this type of computer tablet.  Please bring your ANDROID TABLET to class with you so you are ready to get started.,Thu,May8-15,6-8 p.m.
Seniors,Computers & Technology,Computer Workshops: Digital Photo Primer,All Ages,Evergreen Seniors Centre,167404,"This course looks at the most common features found on digital cameras.  Topics include using the camera's menus and modes to take better pictures, downloading pictures onto your computer, and organizing them into folders and albums.",Fri,Jun-06,9 a.m.-12 p.m.
Seniors,Computers & Technology,Computer Workshops: Digital Photo Primer,All Ages,Evergreen Seniors Centre,167405,Let's learn how to use your computer software.  This workshop will cover how to understand your computer and use the applications with your camera.  A variety of software may discussed.,Fri,Jun-13,9 a.m.-12 p.m.
Seniors,Computers & Technology,Computer Workshops: Digital Photo Primer,All Ages,Evergreen Seniors Centre,167406,"et's make your photos wonderful! Use photo editing software to alter photos - brighten and darken, crop, remove red eye etc.  Add captions and special effects.  Learn how to change a picture's file size before emailing or uploading to a website.",Fri,Jun-20,9 a.m.-12 p.m.
Seniors,Computers & Technology,Computer Workshops: Going Online,All Ages,Evergreen Seniors Centre,167408,"Internet Basics : Are you new to the Internet and wonder what you're missing?  Have you tried going online but found it confusing? This introductory workshop will help guide you through the basics, like how to use an internet browser (the software that le",Fri,May-02,9 a.m.-12 p.m.
Seniors,Computers & Technology,Computer Workshops: Going Online,All Ages,Evergreen Seniors Centre,167409,"Email : Learn how to send messages and attachments (such as photos) through email.  It is a quick and efficient way to correspond with friends, family and businesses! Please note that, due to technical restrictions, it may not be possible to set up a new ",Fri,May-09,9 a.m.-12 p.m.
Seniors,Computers & Technology,Computer Workshops: Going Online,All Ages,Evergreen Seniors Centre,167410,Welcome to Facebook! Learn about key features of this popular website and how to use them to connect with friends and family. Facebook has several different ways to communicate - one of them is probably right for you! We will also discuss how to manage pr,Fri,Apr11-25,9 a.m.-12 p.m.
Seniors,Computers & Technology,Computers - File Management,All Ages,Evergreen Seniors Centre,167411,,Tue,May-27,1-4 p.m.
Seniors,Computers & Technology,Computers - Google,All Ages,Evergreen Seniors Centre,167413,,Wed,May7-14,1-3 p.m.
Seniors,Computers & Technology,Computers - Skype,All Ages,Evergreen Seniors Centre,167414,,Wed,May21-28,1-3 p.m.
Seniors,Computers & Technology,Computers - purchasing a computer,All Ages,Evergreen Seniors Centre,167415,Not sure what you should purchase for a computer?  This class will help you determine what you need to meet your technology requirements.,Thu,May-15,1-3 p.m.
Seniors,Computers & Technology,Computers - smartphone,55+ years,Evergreen Seniors Centre,167419,,Thu,Apr-17,6-8 p.m.
Seniors,Computers & Technology,Computers Getting Started I: BASIC I,All Ages,Evergreen Seniors Centre,167420,,Tue,Apr 22-May 13,1-3 p.m.
Seniors,Computers & Technology,Computers: Genealogy,55+ years,Evergreen Seniors Centre,167424,"Diving into your family history can be an amazing adventure!  In this workshop, you will get an overview of computer software and online resources that can make the journey easier and more fun.  Learn about various free and paid options to help you get st",Fri,May-30,9 a.m.-12 p.m.
Seniors,Computers & Technology,Computers: Genealogy,55+ years,Evergreen Seniors Centre,167425,"Do you feel like your family history has hit a wall? Is there a mystery you just can't seem to unravel? If there isn't, there will be! The challenges of uncovering the past are part of genealogy. Have more fun and less frustration by learning how to stay ",Fri,Jun-27,9 a.m.-12 p.m.
Seniors,Visual and Creative Arts,Fundamentals of Drawing,All Ages,Evergreen Seniors Centre,167449,,Tue,Apr 15-Jun 3,10 a.m.-12 p.m.
Seniors,General Interest,Garden Fresh - Large Box,All Ages,Evergreen Seniors Centre,167450,,Wed,May-21,1-2:30 p.m.
Seniors,General Interest,Garden Fresh - Large Box,All Ages,Evergreen Seniors Centre,167451,,Wed,Jun-18,12-2 p.m.
Seniors,General Interest,Garden Fresh - Large Box,All Ages,Evergreen Seniors Centre,167452,,Wed,Jul-16,12-2 p.m.
Seniors,General Interest,Garden Fresh - Large Box,All Ages,Evergreen Seniors Centre,167453,,Wed,Aug-20,12-2 p.m.
Seniors,General Interest,Garden Fresh - SMALL BOX,All Ages,Evergreen Seniors Centre,167454,,Wed,May-21,11:30 a.m.-2:30 p.m.
Seniors,General Interest,Garden Fresh - SMALL BOX,All Ages,Evergreen Seniors Centre,167455,,Wed,Jun-18,12-2 p.m.
Seniors,General Interest,Garden Fresh - SMALL BOX,All Ages,Evergreen Seniors Centre,167456,,Wed,Jul-16,12-2 p.m.
Seniors,General Interest,Garden Fresh - SMALL BOX,All Ages,Evergreen Seniors Centre,167457,,Wed,Aug-20,12-2 p.m.
Seniors,General Interest,Guelph Pride week,All Ages,Evergreen Seniors Centre,167458,"Through art and discussion, we will be exploring the role of sexuality throughout our lives, and the diversity of sexual identities and orientations in our communities. Presented by Guelph Pride and the AIDS Committee of Guelph and Wellington County, this",Tue,May-06,1-2:30 p.m.
Seniors,Computers & Technology,Microsoft Office - Excel,All Ages,Evergreen Seniors Centre,167459,,Fri,May-23,9 a.m.-12 p.m.
Seniors,Computers & Technology,Microsoft Office - Word,All Ages,Evergreen Seniors Centre,167460,,Fri,May-16,9 a.m.-12 p.m.
Seniors,Visual and Creative Arts,Painting With Pastels - Intermediate,All Ages,Evergreen Seniors Centre,167466,,Thu,Apr 17-Jun 5,1-3:30 p.m.
Seniors,General Interest,Piano Lessons,55-100 years,Evergreen Seniors Centre,167467,,Fri,Apr 25-Jun 20,12:30-1 p.m.
Seniors,General Interest,Piano Lessons,55-100 years,Evergreen Seniors Centre,167468,,Fri,Apr 25-Jun 20,1-1:30 p.m.
Seniors,General Interest,Piano Lessons,55-100 years,Evergreen Seniors Centre,167469,,Fri,Apr 25-Jun 20,1:30-2 p.m.
Seniors,General Interest,Piano Lessons,55-100 years,Evergreen Seniors Centre,167470,,Fri,Apr 25-Jun 20,2-2:30 p.m.
Seniors,General Interest,Piano Lessons,55-100 years,Evergreen Seniors Centre,167471,,Fri,Apr 25-Jun 20,2:30-3 p.m.
Seniors,General Interest,Piano Lessons,55-100 years,Evergreen Seniors Centre,167472,,Fri,Apr 25-Jun 20,3-3:30 p.m.
Seniors,Active Living,Pilates,55+ years,Evergreen Seniors Centre,167473,,Wed,Apr 23-Jun 25,2-3 p.m.
Seniors,Active Living,Qi Gong (Chi Kung),All Ages,Evergreen Seniors Centre,167474,,Mon,Apr 14-Jun 23,10:30 a.m.-12 p.m.
Seniors,Active Living,Qi Gong 2 (Chi Kung),All Ages,Evergreen Seniors Centre,167475,,Thu,Apr 17-Jun 26,11:15 a.m.-12:15 p.m.
Seniors,General Interest,Rightsizing Your Home and Posessions,All Ages,Evergreen Seniors Centre,167476,"Our Lives and Our 'Stuff' - Sorting it Out!  Are crowded closets, cupboards or a cluttered basement overwhelming you?  Perhaps it's time to clear out the 'stuff' that weighs you down, or is complicating your move to a smaller residence.  This workshop off",Wed,May-14,1-3 p.m.
Seniors,Active Living,Strength Training - Advanced,All Ages,Evergreen Seniors Centre,167482,,Mon,Apr 14-Jun 23,8:05-8:50 a.m.
Seniors,Active Living,Strength Training - Advanced,All Ages,Evergreen Seniors Centre,167483,,Wed,Apr 16-Jun 25,8:05-8:50 a.m.
Seniors,Active Living,Strength Training - Advanced,All Ages,Evergreen Seniors Centre,167484,,Fri,Apr 25-Jun 27,8:05-8:50 a.m.
Seniors,Active Living,Strength Training - Intermediate,All Ages,Evergreen Seniors Centre,167485,,Tue,Apr 15-Jun 24,8:05-8:50 a.m.
Seniors,Active Living,Strength Training - Intermediate,All Ages,Evergreen Seniors Centre,167486,,Thu,Apr 17-Jun 26,8:05-8:50 a.m.
Seniors,Active Living,Strength Training - Intermediate/Advanced,All Ages,Evergreen Seniors Centre,167487,,Mon,Apr 14-Jun 23,8:55-9:40 a.m.
Seniors,Active Living,Strength Training - Intermediate/Advanced,All Ages,Evergreen Seniors Centre,167488,,Fri,Apr 25-Jun 27,8:55-9:40 a.m.
Seniors,Active Living,Strength Training- Beginner,All Ages,Evergreen Seniors Centre,167489,,Tue,Apr 15-Jun 24,8:55-9:40 a.m.
Seniors,Active Living,Strength Training- Beginner,All Ages,Evergreen Seniors Centre,167490,,Thu,Apr 17-Jun 26,8:55-9:40 a.m.
Seniors,Active Living,Tai Chi - Beginner,All Ages,Evergreen Seniors Centre,167491,,Thu,Apr 17-Jun 26,9:50-11:05 a.m.
Seniors,Active Living,Tai Chi - Continuing Level I,All Ages,Evergreen Seniors Centre,167492,,Tue,Apr 15-Jun 24,10-11:15 a.m.
Seniors,Active Living,Tai Chi - Continuing Level II,All Ages,Evergreen Seniors Centre,167493,,Wed,Apr 23-Jul 2,10:45 a.m.-12 p.m.
Seniors,Special Events,June is Seniors month BBQ,All Ages,Evergreen Seniors Centre,167495,,Thu,Jun-19,11:30 a.m.-1:30 p.m.
Seniors,General Interest,Travel Insurance  and Financial Services 101,All Ages,Evergreen Seniors Centre,167500,Why purchase travel insurance? - How do I prepare to get travel insurance? What is the stability clause! Understanding the travel insurance options available to you.,Mon,May-12,10-11:30 a.m.
Seniors,General Interest,Travel Insurance  and Financial Services 101,All Ages,Evergreen Seniors Centre,167501,"Retirement financial services    Tips, traps and tidbits on investment planning.  Please join this information session as they go through areas in your investment planning that can reduce taxes, improve monthly cash flow and organization tips. Hot topics ",Mon,Jun-16,10-11:30 a.m.
Seniors,Active Living,Yoga - All Levels,All Ages,Evergreen Seniors Centre,167504,,Fri,Apr 18-Jun 27,10:30 a.m.-12 p.m.
Seniors,Active Living,Chair Yoga,All Ages,Evergreen Seniors Centre,167627,,Wed,Apr 16-Jun 25,9:15-10:15 a.m.
Seniors,Computers & Technology,Brain Fit INSIGHT,All Ages,Evergreen Seniors Centre,167628,,Tue/Thu,May 20-Jun 26,9:30-11:30 a.m.
Seniors,General Interest,Photo Organizing,All Ages,Evergreen Seniors Centre,167630,"In this workshop you bring your boxes, bags and albums of print photographs and with the help of  a Certified Organizer you will sort, edit and organize your photo collection, making it easier to enjoy and share your stories.",Thu,Apr-17,6-8 p.m.
Seniors,General Interest,Photo Organizing,All Ages,Evergreen Seniors Centre,167631,"Bring the rest of your print photographs to sort, edit and organize. You will also discuss ways you can share your stories with your photos and how to bring those photos back into to your life.",Thu,May-08,6-8 p.m.
Seniors,General Interest,Guelph Pride week,All Ages,Evergreen Seniors Centre,168382,,Tue,Jun-17,1-3 p.m.
Seniors,General Interest,Minds in Motion,All Ages,Evergreen Seniors Centre,168383,,Wed,Apr 23-Jun 18,1-3 p.m.
Seniors,Visual and Creative Arts,Watercolours,All Ages,Evergreen Seniors Centre,168407,,Mon/Sat,Apr 14-Jun 16,9 a.m.-12 p.m.
Seniors,General Interest,Exercise Education Seminar,All Ages,Evergreen Seniors Centre,168682,,Mon,Jun-23,9:30 a.m.-12 p.m.
Seniors,Active Living,Elder Dance - Celtic Movement,All Ages,Evergreen Seniors Centre,168784,,Mon,Apr 14-Jun 23,2:45-3:45 p.m.
Seniors,Active Living,Chair Yoga,All Ages,Evergreen Seniors Centre,168883,,Mon,Apr 14-Jun 23,1-2 p.m.
Seniors,General Interest,Art Chat,All Ages,Evergreen Seniors Centre,168946,,Wed,Jun-18,10 a.m.-12 p.m.
Preschool,Children and Parent/Caregiver Programs,ABC's...123's- You and Me,18-42mos,West End Community Centre,164355,,Wed,Apr 9-Jun 11,10-10:30 a.m.
Preschool,Children and Parent/Caregiver Programs,Family Preschool Drop-In,1mos-5 years,West End Community Centre,164506,"No class on Apr 18, Good Friday",Fri,Apr 4-Jun 13,9:30-11:30 a.m.
Preschool,Children and Parent/Caregiver Programs,Rock with Me,1-24mos,Victoria Road Recreation Centre,167338,,Wed,Apr 9-Jun 4,6:30-7 p.m.
Preschool,Children and Parent/Caregiver Programs,Rhythm & Rhyme,18mos-3 years,Victoria Road Recreation Centre,167337,,Wed,Apr 9-Jun 4,7:05-7:35 p.m.
Preschool,Children and Parent/Caregiver Programs,Splish Splash Storytime,3mos-3 years,Victoria Road Recreation Centre,168502,,Thu,Apr 10-Jun 5,5:30-6 p.m.
Preschool,Children and Parent/Caregiver Programs,Kid Fit and Water Fun - Parent and Tot,18mos-3 years,Victoria Road Recreation Centre,168501,,Tue,Apr 8-Jun 3,5:30-6:30 p.m.
Preschool,Dance Programs,Ballet,4-6 years,West End Community Centre,164362,no class April 19,Sat,Apr 5-May 31,10:30-11:20 a.m.
Preschool,Dance Programs,Ballet,4-6 years,West End Community Centre,167277,no class April 19,Sat,Apr 5-May 31,12:30-1:20 p.m.
Preschool,Dance Programs,"Big Toes, Little Toes (Parent & Tot)",18mos-2 years,Guelph Youth Music Centre,164453,,Sat,Apr 5-May 31,9:30-10:15 a.m.
Preschool,Dance Programs,"Big Toes, Little Toes (Parent & Tot)",24-48mos,West End Community Centre,164363,no class April 19,Sat,Apr 5-May 31,11:30 a.m.-12:20 p.m.
Preschool,Dance Programs,"Little Hands, Little Feet 1",3-5 years,Guelph Youth Music Centre,164518,,Sat,Apr 5-May 31,10:25-11:10 a.m.
Preschool,Dance Programs,"Little Hands, Little Feet 1",3-5 years,Guelph Youth Music Centre,164519,,Sat,Apr 5-May 31,11:20 a.m.-12:05 p.m.
Preschool,Dance Programs,"Little Hands, Little Feet 2",4-6 years,Guelph Youth Music Centre,164520,,Sat,Apr 5-May 31,12:30-1:15 p.m.
Preschool,Dance Programs,Razz Ma Tazz,36-60mos,West End Community Centre,164387,no class April 19,Sat,Apr 5-May 24,9:30-10:20 a.m.
Preschool,Dance Programs,Parent and Tot Creative Movement,2-4 years,Victoria Road Recreation Centre,167336,,Tue,Apr 15-Jun 3,6:45-7:30 p.m.
Preschool,Independent Children Programs,Kids Korner,30mos-5 years,West End Community Centre,164376,,Thu,Apr 10-Jun 12,10-11:30 a.m.
Preschool,Independent Children Programs,Marvellous Mondays,30mos-5 years,West End Community Centre,164380,no Class May 19,Mon,Apr 7-Jun 9,10-11:30 a.m.
Preschool,Independent Children Programs,Terrific Tuesdays,30mos-5 years,West End Community Centre,164444,"Foster socialization and positive self esteem in a great environment -  creative and sensory activities, stories, theme oriented circle time, and active games in the gym!",Tue,Apr 8-Jun 10,10-11:30 a.m.
Children/Youth,Active Living,Archery,7-10 years,West End Community Centre,164357,no class april 20,Sat,Apr 5-May 31,10:30-11:30 a.m.
Children/Youth,Active Living,Archery,11-15 years,West End Community Centre,164358,no class April 20,Sat,Apr 5-May 31,11:30 a.m.-12:30 p.m.
Children/Youth,Active Living,Archery,7-10 years,West End Community Centre,164359,no class April 20,Sat,Apr 5-May 31,9:30-10:30 a.m.
Children/Youth,Active Living,Badminton - Youth,9-14 years,West End Community Centre,164361,no class May 20,Mon,Apr 7-Jun 2,4:30-5:30 p.m.
Children/Youth,Independent Children Programs,Chess for Kids - Intermediate/Advanced,4-16 years,West End Community Centre,164366,,Tue/Fri,Apr 8-May 30,6:30-8 p.m.
Children/Youth,Independent Children Programs,Chess for Kids - Novice,4-16 years,West End Community Centre,164367,,Tue/Fri,Apr 8-May 30,5-6:30 p.m.
Children/Youth,Active Living,Fencing- youth advanced,10-16 years,West End Community Centre,164374,,Thu,Apr 10-May 29,5:30-6:50 p.m.
Children/Youth,Independent Children Programs,Kids Kung Fu,6-13 years,West End Community Centre,164377,"no class  April 20, May 18",Sun,Apr 6-Jun 8,11-11:45 a.m.
Children/Youth,Active Living,Learn to Fence- Youth,10-16 years,West End Community Centre,164379,no class May 19,Mon,Apr 7-Jun 2,6:45-8 p.m.
Children/Youth,PA Day Camps,PA Day Camp,8-12 years,West End Community Centre,164383,"Games, Crafts, and  Songs all wrapped up into one day of fun. NOTE: PA DAY CAMP RUNS 8AM TO 5PM (No Swimming)",Fri,Jun-06,8 a.m.-5 p.m.
Children/Youth,PA Day Camps,PA Day Camp,4-8 years,West End Community Centre,164384,"Games, Crafts, and  Songs all wrapped up into one day of fun. NOTE: PA DAY CAMP RUNS 8AM TO 5PM (No Swimming)",Fri,Jun-06,8-11:30 a.m.
Children/Youth,Active Living,Sportball,5-8 years,West End Community Centre,164388,"no class April 20, may 17",Sat,Apr 5-Jun 14,2-3 p.m.
Children/Youth,Active Living,Sportball,3-5 years,West End Community Centre,164389,"no class April 20, may 17",Sat,Apr 5-Jun 14,3-4 p.m.
Children/Youth,Active Living,Sportball,2-42 years,West End Community Centre,164390,"no class April 20, may 17",Sat,Apr 5-Jun 14,4-4:45 p.m.
Children/Youth,Tennis,Tennis - Mini,5-9 years,Royal City Tennis Club,164396,,Wed/Mon,Apr2-28,5-6 p.m.
Children/Youth,Tennis,Tennis - Mini,5-9 years,St. George's Park,164397,no class May 19 (Victoria Day),Wed/Mon,Apr 30-May 28,4-5 p.m.
Children/Youth,Tennis,Tennis - Mini,5-9 years,Exhibition Park & Arena,164398,,Thu/Tue,May1-27,4-5 p.m.
Children/Youth,Tennis,Tennis - Mini,5-9 years,Exhibition Park & Arena,164399,,Mon/Wed,Jun2-25,4-5 p.m.
Children/Youth,Tennis,Tennis - Mini,5-9 years,St. George's Park,164400,,Tue/Thu,Jun3-26,4-5 p.m.
Children/Youth,Tennis,Tennis - Mini,5-9 years,St. George's Park,164401,,Wed/Mon,Jul2-28,4-5 p.m.
Children/Youth,Tennis,Tennis - Mini,5-9 years,Exhibition Park & Arena,164402,,Thu/Tue,Jul3-29,4-5 p.m.
Children/Youth,Tennis,Tennis - Mini,5-9 years,St. George's Park,164403,,Tue/Thu,Aug5-28,4-5 p.m.
Children/Youth,Tennis,Tennis - Mini,5-9 years,Exhibition Park & Arena,164404,no class mon Aug 5 (civic holiday),Wed/Mon,Jul 30-Aug 25,4-5 p.m.
Children/Youth,Tennis,Tennis Level I - Youth,8-17 years,Royal City Tennis Club,164416,,Wed/Mon,Apr2-28,6-7 p.m.
Children/Youth,Tennis,Tennis Level I - Youth,8-17 years,St. George's Park,164417,no class May 20,Wed/Mon,Apr 30-May 26,5-6 p.m.
Children/Youth,Tennis,Tennis Level I - Youth,8-17 years,Exhibition Park & Arena,164418,,Thu/Tue,May1-27,5-6 p.m.
Children/Youth,Tennis,Tennis Level I - Youth,8-17 years,St. George's Park,164419,,Mon/Wed,Jun2-25,5-6 p.m.
Children/Youth,Tennis,Tennis Level I - Youth,8-17 years,Exhibition Park & Arena,164420,,Tue/Thu,Jun3-26,5-6 p.m.
Children/Youth,Tennis,Tennis Level I - Youth,8-17 years,St. George's Park,164421,,Wed/Mon,Jul2-28,5-6 p.m.
Children/Youth,Tennis,Tennis Level I - Youth,8-17 years,Exhibition Park & Arena,164422,,Thu/Tue,Jul3-29,5-6 p.m.
Children/Youth,Tennis,Tennis Level I - Youth,8-17 years,Exhibition Park & Arena,164423,no class August 5,Wed/Mon,Jul 30-Aug 25,5-6 p.m.
Children/Youth,Tennis,Tennis Level I - Youth,8-17 years,St. George's Park,164424,,Tue/Thu,Aug5-28,5-6 p.m.
Children/Youth,Tennis,Tennis Level II - Youth,8-17 years,St. George's Park,164436,no class May 20,Wed/Mon,Apr 30-May 26,6-7 p.m.
Children/Youth,Tennis,Tennis Level II - Youth,8-17 years,Exhibition Park & Arena,164437,,Thu/Tue,May1-27,6-7 p.m.
Children/Youth,Tennis,Tennis Level II - Youth,8-17 years,St. George's Park,164438,,Mon/Wed,Jun2-25,6-7 p.m.
Children/Youth,Tennis,Tennis Level II - Youth,8-17 years,St. George's Park,164439,,Wed/Mon,Jul 30-Aug 25,6-7 p.m.
Children/Youth,Tennis,Tennis Level II - Youth,8-17 years,Exhibition Park & Arena,164440,,Tue/Thu,Jun3-26,6-7 p.m.
Children/Youth,Tennis,Tennis Level II - Youth,8-17 years,St. George's Park,164441,,Thu/Tue,Jul3-29,6-7 p.m.
Children/Youth,Tennis,Tennis Level II - Youth,8-17 years,Exhibition Park & Arena,164442,,Tue/Thu,Aug5-28,6-7 p.m.
Children/Youth,Tennis,Tennis Level II - Youth,8-17 years,Exhibition Park & Arena,164443,no class Aug 5,Wed/Mon,Jul 30-Aug 25,6-7 p.m.
Children/Youth,Visual and Creative Arts,Amazing Art,6-12 years,West End Community Centre,164451,,Wed,Apr 9-May 28,6-7:30 p.m.
Children/Youth,Dance Programs,Dance Craze,5-7 years,Guelph Youth Music Centre,164503,,Sat,Apr 5-May 31,1:25-2:10 p.m.
Children/Youth,General Interest,Friday Friends Drop-In,14-26 years,ARC Industries - Community Living Guelph,164507,,Fri,Apr 4-Jun 6,7-9 p.m.
Children/Youth,Visual and Creative Arts,Junior Theatre,8-13 years,River Run Centre,164508,,Mon,Apr 7-Jun 2,5:30-6:45 p.m.
Children/Youth,Dance Programs,Just Dance!,7-10 years,Evergreen Seniors Centre,164509,,Wed,Apr 23-Jun 11,6-7 p.m.
Children/Youth,Dance Programs,Just Dance!,11-14 years,Evergreen Seniors Centre,164510,,Wed,Apr 23-Jun 11,7-8 p.m.
Children/Youth,Pottery,Kids N' Clay Adventures,7-12 years,50 Municipal Street,164511,,Tue,Apr 22-May 27,5:30-7 p.m.
Children/Youth,Pottery,Kids N' Clay Adventures,7-12 years,50 Municipal Street,164512,,Thu,Apr 17-May 22,5:30-7 p.m.
Children/Youth,Pottery,"Kids, Clay and You Too!",4-12 years,50 Municipal Street,164513,,Sat,Apr 26-May 3,9:30-11 a.m.
Children/Youth,Pottery,"Kids, Clay and You Too!",4-12 years,50 Municipal Street,164514,,Sun,Apr 27-May 4,9:30-11 a.m.
Children/Youth,Visual and Creative Arts,Kinder Theatre,5-8 years,River Run Centre,164517,,Mon,Apr 7-Jun 2,4:30-5:30 p.m.
Children/Youth,Independent Children Programs,Yoga for Teens,14-17 years,West End Community Centre,167278,no class May 19,Mon,Apr 7-Jun 16,8:15-9 p.m.
Children/Youth,Active Living,Floor Hockey,7-11 years,West End Community Centre,168943,no class March 11,Tue,Apr 8-Jun 3,4:15-5:15 p.m.
Children/Youth,General Interest,Babysitting Course,11-15 years,West End Community Centre,169192,,Sat,Jun-14,9 a.m.-5:30 p.m.
Camps,Summer Camps,Camp - Daily Discoveries,5-12 years,West End Community Centre,164454,,Wed-Fri,Jul2-4,8 a.m.-5 p.m.
Camps,Summer Camps,Camp - Daily Discoveries,5-12 years,West End Community Centre,164455,,Mon-Fri,Jul7-11,8 a.m.-5 p.m.
Camps,Summer Camps,Camp - Daily Discoveries,5-12 years,West End Community Centre,164456,,Mon-Fri,Jul14-18,8 a.m.-5 p.m.
Camps,Summer Camps,Camp - Daily Discoveries,5-12 years,West End Community Centre,164457,,Mon-Fri,Jul21-25,8 a.m.-5 p.m.
Camps,Summer Camps,Camp - Daily Discoveries,5-12 years,West End Community Centre,164458,,Mon-Fri,Jul 28-Aug 1,8 a.m.-5 p.m.
Camps,Summer Camps,Camp - Daily Discoveries,5-12 years,West End Community Centre,164459,,Tue-Fri,Aug5-8,8 a.m.-5 p.m.
Camps,Summer Camps,Camp - Daily Discoveries,5-12 years,West End Community Centre,164460,,Mon-Fri,Aug11-15,8 a.m.-5 p.m.
Camps,Summer Camps,Camp - Daily Discoveries,5-12 years,West End Community Centre,164461,,Mon-Fri,Aug25-29,8 a.m.-5 p.m.
Camps,Summer Camps,Camp - Daily Discoveries,5-12 years,West End Community Centre,164462,,Mon-Fri,Aug18-22,8 a.m.-5 p.m.
Camps,Summer Camps,Camp - Girl's Week,11-14 years,West End Community Centre,164463,"Designed especially for girls to connect with each other, have fun and experience empowerment! I can"" learn about nutrition, healthy lifestyles, fitness, my image and the community in this fun and informative camp. Special guests will visit and share thei",Wed-Fri,Jul2-4,9 a.m.-5 p.m.
Camps,Summer Camps,Camp - Girl's Week,11-14 years,West End Community Centre,164464,"Designed especially for girls to connect with each other, have fun and experience empowerment! I can"" learn about nutrition, healthy lifestyles, fitness, my image and the community in this fun and informative camp. Special guests will visit and share thei",Tue-Fri,Aug5-8,9 a.m.-5 p.m.
Camps,Summer Camps,Camp - Kiddie Camp,3-5 years,West End Community Centre,164465,,Wed-Fri,Jul2-4,8 a.m.-5 p.m.
Camps,Summer Camps,Camp - Kiddie Camp,3-5 years,West End Community Centre,164466,,Mon-Fri,Jul7-11,8 a.m.-5 p.m.
Camps,Summer Camps,Camp - Kiddie Camp,3-5 years,West End Community Centre,164467,,Mon-Fri,Jul14-18,8 a.m.-5 p.m.
Camps,Summer Camps,Camp - Kiddie Camp,3-5 years,West End Community Centre,164468,,Mon-Fri,Jul21-25,8 a.m.-5 p.m.
Camps,Summer Camps,Camp - Kiddie Camp,3-5 years,West End Community Centre,164469,,Mon-Fri,Jul 28-Aug 1,8 a.m.-5 p.m.
Camps,Summer Camps,Camp - Kiddie Camp,3-5 years,West End Community Centre,164470,,Tue-Fri,Aug5-8,8 a.m.-5 p.m.
Camps,Summer Camps,Camp - Kiddie Camp,3-5 years,West End Community Centre,164471,,Mon-Fri,Aug11-15,8 a.m.-5 p.m.
Camps,Summer Camps,Camp - Kiddie Camp,3-5 years,West End Community Centre,164472,,Mon-Fri,Aug18-22,8 a.m.-5 p.m.
Camps,Summer Camps,Camp - Kiddie Camp,3-5 years,West End Community Centre,164473,,Mon-Fri,Aug25-29,8 a.m.-5 p.m.
Camps,Summer Camps,Camp - Leader In Training 1,13-14 years,Victoria Road Recreation Centre,164474,,Mon-Fri,Jul14-18,9 a.m.-4 p.m.
