ProgramSection,ProgramSubSection,Activity,AgeGroup,Location,CourseCode,CourseComments,CourseDayofWeek,CourseDate,CourseTime
Aquatics,Preschool Aquatics,RC Whale,3-6 years,Victoria Road Recreation Centre,166608,Combined with Crocodile  No class Aug 5,Mon-Fri,Jul 28-Aug 8,10-10:30 a.m.
Aquatics,Preschool Aquatics,RC Whale,3-6 years,Victoria Road Recreation Centre,166609,Combined with Crocodile,Mon-Fri,Aug11-21,10-10:30 a.m.
Aquatics,Preschool Aquatics,RC Whale,3-6 years,West End Community Centre,166610,Combined with Crocodile  No class Aug 4,Wed/Mon,Jul 30-Aug 27,7-7:30 p.m.
Aquatics,Preschool Aquatics,RC Whale,3-6 years,West End Community Centre,166611,Combined with Crocodile,Tue/Thu,Aug5-28,7-7:30 p.m.
Aquatics,Preschool Aquatics,RC Whale,3-6 years,West End Community Centre,166612,Combined with Crocodile  No class Aug 4,Mon-Fri,Jul 28-Aug 8,8:30-9 a.m.
Aquatics,Preschool Aquatics,Sea Lion,32mos-5 years,West End Community Centre,166613,No class Aug 4,Wed/Mon,Jul 30-Aug 27,5-5:30 p.m.
Aquatics,Preschool Aquatics,Sea Lion,32mos-5 years,West End Community Centre,166614,,Tue/Thu,Aug5-28,6:30-7 p.m.
Aquatics,Preschool Aquatics,Sea Lion,32mos-5 years,West End Community Centre,166615,,Tue/Thu,Aug5-28,5-5:30 p.m.
Aquatics,Preschool Aquatics,Sea Lion,32mos-5 years,West End Community Centre,166616,No class Aug 4,Mon-Fri,Jul 28-Aug 8,9-9:30 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 2,5-13 years,West End Community Centre,166722,Combined with Swim Kids 1,Tue,Jul 8-Aug 26,6:30-7 p.m.
Aquatics,Preschool Aquatics,Sea Lion,32mos-5 years,West End Community Centre,166723,,Tue,Jul 8-Aug 26,6-6:30 p.m.
Aquatics,Preschool Aquatics,Sea Lion,32mos-5 years,West End Community Centre,166724,,Wed,Jul 2-Aug 27,4:30-5 p.m.
Aquatics,Preschool Aquatics,Sea Lion,32mos-5 years,West End Community Centre,166725,,Wed,Jul 2-Aug 27,5:30-6 p.m.
Aquatics,Preschool Aquatics,RC Sea Otter,3-6 years,West End Community Centre,166726,,Wed,Jul 2-Aug 27,5:30-6 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids  1,5-12 years,West End Community Centre,166727,Combined with Swim Kids 2,Wed,Jul 2-Aug 27,6-6:30 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 2,5-13 years,West End Community Centre,166728,Combined with Swim Kids 1,Wed,Jul 2-Aug 27,6-6:30 p.m.
Aquatics,H3O Classes (Tri-Privates),H30 - RC  Sea Otter,3-6 years,West End Community Centre,166731,,Fri,Jul 4-Aug 22,4:15-4:45 p.m.
Aquatics,H3O Classes (Tri-Privates),H30 - RC  Sea Otter,3-6 years,West End Community Centre,166732,,Fri,Jul 4-Aug 22,5:15-5:45 p.m.
Aquatics,H3O Classes (Tri-Privates),H30 - RC Salamander,3-6 years,West End Community Centre,166733,,Fri,Jul 4-Aug 22,4:45-5:15 p.m.
Aquatics,Preschool Aquatics,Sea Lion,32mos-5 years,West End Community Centre,166772,,Thu,Jul 3-Aug 28,5-5:30 p.m.
Aquatics,Preschool Aquatics,Sea Lion,32mos-5 years,West End Community Centre,166773,,Thu,Jul 3-Aug 28,5:30-6 p.m.
Aquatics,Private Aquatic Lessons,Privates - WECC,3-15 years,West End Community Centre,166774,,Thu,Jul 3-Aug 28,6:30-7 p.m.
Aquatics,Private Aquatic Lessons,Privates - WECC,3-15 years,West End Community Centre,166775,,Thu,Jul 3-Aug 28,7-7:30 p.m.
Aquatics,Preschool Aquatics,RC Sea Otter,3-6 years,West End Community Centre,166776,,Thu,Jul 3-Aug 28,4:30-5 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 2,5-13 years,West End Community Centre,167247,Combined with Swim Kids 1,Thu/Tue,Jul3-31,7-7:30 p.m.
Aquatics,Preschool Aquatics,RC Salamander,3-6 years,West End Community Centre,167248,Combined with Sunfish,Tue/Thu,Aug5-28,6-6:30 p.m.
Aquatics,Preschool Aquatics,Sea Lion,32mos-5 years,West End Community Centre,167272,No class July 1,Mon-Fri,Jun 30-Jul 11,9-9:30 a.m.
Aquatics,Preschool Aquatics,Sea Lion,32mos-5 years,West End Community Centre,167273,No class Aug 4,Mon-Fri,Jul 28-Aug 8,8:30-9 a.m.
Aquatics,Preschool Aquatics,RC Duck,12-24mos,West End Community Centre,167274,No class Jul 1,Mon-Fri,Jun 30-Jul 11,9-9:30 a.m.
Aquatics,Preschool Aquatics,RC Crocodile,3-6 years,Victoria Road Recreation Centre,167952,Combined with Whale,Mon-Fri,Jun 30-Jul 11,10-10:30 a.m.
Aquatics,Preschool Aquatics,RC Crocodile,3-6 years,Victoria Road Recreation Centre,167956,Combined with Whale,Mon,Jun 30-Aug 25,6-6:30 p.m.
Aquatics,Preschool Aquatics,RC Crocodile,3-6 years,Victoria Road Recreation Centre,167957,,Tue,Jul 8-Aug 26,6:30-7 p.m.
Aquatics,Preschool Aquatics,RC Crocodile,3-6 years,Victoria Road Recreation Centre,167958,Combined with Whale,Wed,Jul 2-Aug 27,6-6:30 p.m.
Aquatics,Preschool Aquatics,RC Crocodile,3-6 years,Victoria Road Recreation Centre,167960,,Tue/Thu,Aug5-28,5:30-6 p.m.
Aquatics,Preschool Aquatics,RC Duck,12-24mos,Victoria Road Recreation Centre,167962,Combined with Starfish & Sea Turtle,Mon-Fri,Aug11-21,10-10:30 a.m.
Aquatics,Preschool Aquatics,RC Duck,12-24mos,Victoria Road Recreation Centre,167963,,Mon,Jun 30-Aug 25,6:30-7 p.m.
Aquatics,Preschool Aquatics,RC Duck,12-24mos,Victoria Road Recreation Centre,167966,,Thu,Jul 3-Aug 28,7-7:30 p.m.
Aquatics,Preschool Aquatics,RC Salamander,3-6 years,Victoria Road Recreation Centre,167967,,Mon,Jun 30-Aug 25,7-7:30 p.m.
Aquatics,Preschool Aquatics,RC Salamander,3-6 years,Victoria Road Recreation Centre,167968,,Mon,Jun 30-Aug 25,6-6:30 p.m.
Aquatics,Preschool Aquatics,RC Salamander,3-6 years,Victoria Road Recreation Centre,167969,,Tue,Jul 8-Aug 26,5:30-6 p.m.
Aquatics,Preschool Aquatics,RC Salamander,3-6 years,Victoria Road Recreation Centre,167971,,Wed,Jul 2-Aug 27,5-5:30 p.m.
Aquatics,Preschool Aquatics,RC Salamander,3-6 years,Victoria Road Recreation Centre,167972,,Mon-Fri,Jun 30-Jul 11,10:30-11 a.m.
Aquatics,Preschool Aquatics,RC Salamander,3-6 years,Victoria Road Recreation Centre,167973,,Mon-Fri,Jun 30-Jul 11,9-9:30 a.m.
Aquatics,Preschool Aquatics,RC Salamander,3-6 years,Victoria Road Recreation Centre,167974,,Mon-Fri,Jul14-24,10-10:30 a.m.
Aquatics,Preschool Aquatics,RC Salamander,3-6 years,Victoria Road Recreation Centre,167975,No class Aug 4,Mon-Fri,Jul 28-Aug 8,10-10:30 a.m.
Aquatics,Preschool Aquatics,RC Salamander,3-6 years,Victoria Road Recreation Centre,167976,,Mon-Fri,Aug11-21,10-10:30 a.m.
Aquatics,Preschool Aquatics,RC Salamander,3-6 years,Victoria Road Recreation Centre,167977,,Mon-Fri,Aug11-21,10:30-11 a.m.
Aquatics,Preschool Aquatics,RC Salamander,3-6 years,Victoria Road Recreation Centre,167978,,Mon-Fri,Jul14-24,10:30-11 a.m.
Aquatics,Preschool Aquatics,RC Salamander,3-6 years,Victoria Road Recreation Centre,167980,,Wed,Jul 2-Aug 27,6:30-7 p.m.
Aquatics,Preschool Aquatics,RC Salamander,3-6 years,Victoria Road Recreation Centre,167981,,Thu,Jul 3-Aug 28,5:30-6 p.m.
Aquatics,Preschool Aquatics,RC Salamander,3-6 years,Victoria Road Recreation Centre,167982,,Thu,Jul 3-Aug 28,7-7:30 p.m.
Aquatics,Preschool Aquatics,RC Salamander,3-6 years,Victoria Road Recreation Centre,167983,,Thu/Tue,Jul3-31,6-6:30 p.m.
Aquatics,Preschool Aquatics,RC Sea Otter,3-6 years,Victoria Road Recreation Centre,167987,,Mon,Jun 30-Aug 25,6-6:30 p.m.
Aquatics,Preschool Aquatics,RC Sea Otter,3-6 years,Victoria Road Recreation Centre,167988,,Tue,Jul 8-Aug 26,5:30-6 p.m.
Aquatics,Preschool Aquatics,RC Sea Otter,3-6 years,Victoria Road Recreation Centre,167989,,Tue,Jul 8-Aug 26,6:30-7 p.m.
Aquatics,Preschool Aquatics,RC Sea Otter,3-6 years,Victoria Road Recreation Centre,167990,,Wed,Jul 2-Aug 27,5:30-6 p.m.
Aquatics,Preschool Aquatics,RC Sea Otter,3-6 years,Victoria Road Recreation Centre,167991,,Wed,Jul 2-Aug 27,6:30-7 p.m.
Aquatics,Preschool Aquatics,RC Sea Otter,3-6 years,Victoria Road Recreation Centre,167992,,Thu,Jul 3-Aug 28,5:30-6 p.m.
Aquatics,Preschool Aquatics,RC Sea Otter,3-6 years,Victoria Road Recreation Centre,167993,,Thu,Jul 3-Aug 28,6:30-7 p.m.
Aquatics,Preschool Aquatics,RC Sea Otter,3-6 years,Victoria Road Recreation Centre,167994,,Thu/Tue,Jul3-31,6-6:30 p.m.
Aquatics,Preschool Aquatics,RC Sea Otter,3-6 years,Victoria Road Recreation Centre,167996,,Thu/Tue,Jul3-31,7-7:30 p.m.
Aquatics,Preschool Aquatics,RC Sea Otter,3-6 years,Victoria Road Recreation Centre,167998,,Mon-Fri,Jun 30-Jul 11,9:30-10 a.m.
Aquatics,Preschool Aquatics,RC Sea Otter,3-6 years,Victoria Road Recreation Centre,167999,,Mon-Fri,Jul14-24,10-10:30 a.m.
Aquatics,Preschool Aquatics,RC Sea Otter,3-6 years,Victoria Road Recreation Centre,168000,No class Aug 4,Mon-Fri,Jul 28-Aug 8,10-10:30 a.m.
Aquatics,Preschool Aquatics,RC Sea Otter,3-6 years,Victoria Road Recreation Centre,168001,,Mon-Fri,Aug11-21,10-10:30 a.m.
Aquatics,Preschool Aquatics,RC Sea Otter,3-6 years,Victoria Road Recreation Centre,168002,,Mon-Fri,Jun 30-Jul 11,10:30-11 a.m.
Aquatics,Preschool Aquatics,RC Sea Otter,3-6 years,Victoria Road Recreation Centre,168006,,Mon-Fri,Jun 30-Jul 11,10-10:30 a.m.
Aquatics,Preschool Aquatics,RC Sea Turtle,24-36mos,Victoria Road Recreation Centre,168008,,Mon,Jun 30-Aug 25,6-6:30 p.m.
Aquatics,Preschool Aquatics,RC Sea Turtle,24-36mos,Victoria Road Recreation Centre,168009,,Tue,Jul 8-Aug 26,6:30-7 p.m.
Aquatics,Preschool Aquatics,RC Sea Turtle,24-36mos,Victoria Road Recreation Centre,168010,,Wed,Jul 2-Aug 27,6:30-7 p.m.
Aquatics,Preschool Aquatics,RC Sea Turtle,24-36mos,Victoria Road Recreation Centre,168011,,Thu,Jul 3-Aug 28,5:30-6 p.m.
Aquatics,Preschool Aquatics,RC Sea Turtle,24-36mos,Victoria Road Recreation Centre,168012,Combined with Starfish & Duck,Mon-Fri,Aug11-21,10-10:30 a.m.
Aquatics,Preschool Aquatics,RC Starfish,4-12mos,Victoria Road Recreation Centre,168014,,Mon,Jun 30-Aug 25,5:30-6 p.m.
Aquatics,Preschool Aquatics,RC Starfish,4-12mos,Victoria Road Recreation Centre,168015,Combined with Duck,Tue,Jul 8-Aug 26,5-5:30 p.m.
Aquatics,Preschool Aquatics,RC Starfish,4-12mos,Victoria Road Recreation Centre,168016,,Wed,Jul 2-Aug 27,6-6:30 p.m.
Aquatics,Preschool Aquatics,RC Starfish,4-12mos,Victoria Road Recreation Centre,168017,,Thu,Jul 3-Aug 28,6:30-7 p.m.
Aquatics,Preschool Aquatics,RC Sunfish,3-6 years,Victoria Road Recreation Centre,168020,,Mon,Jun 30-Aug 25,6-6:30 p.m.
Aquatics,Preschool Aquatics,RC Sunfish,3-6 years,Victoria Road Recreation Centre,168021,,Tue,Jul 8-Aug 26,6:30-7 p.m.
Aquatics,Preschool Aquatics,RC Sunfish,3-6 years,Victoria Road Recreation Centre,168022,,Wed,Jul 2-Aug 27,6:30-7 p.m.
Aquatics,Preschool Aquatics,RC Sunfish,3-6 years,Victoria Road Recreation Centre,168023,,Thu,Jul 3-Aug 28,6-6:30 p.m.
Aquatics,Preschool Aquatics,RC Sunfish,3-6 years,Victoria Road Recreation Centre,168024,,Mon-Fri,Jun 30-Jul 11,9:30-10 a.m.
Aquatics,Preschool Aquatics,RC Sunfish,3-6 years,Victoria Road Recreation Centre,168029,,Mon-Fri,Jul14-24,10:30-11 a.m.
Aquatics,Preschool Aquatics,RC Sunfish,3-6 years,Victoria Road Recreation Centre,168030,No class Aug 5,Mon-Fri,Jul 28-Aug 8,10:30-11 a.m.
Aquatics,Preschool Aquatics,RC Sunfish,3-6 years,Victoria Road Recreation Centre,168031,,Mon-Fri,Aug11-21,10:30-11 a.m.
Aquatics,Preschool Aquatics,RC Sunfish,3-6 years,Victoria Road Recreation Centre,168032,,Thu/Tue,Jul3-31,6:30-7 p.m.
Aquatics,Preschool Aquatics,RC Sunfish,3-6 years,Victoria Road Recreation Centre,168034,,Mon-Fri,Jun 30-Jul 11,10:30-11 a.m.
Aquatics,Preschool Aquatics,RC Sunfish,3-6 years,Victoria Road Recreation Centre,168035,,Wed,Jul 2-Aug 27,5-5:30 p.m.
Aquatics,Preschool Aquatics,RC Whale,3-6 years,Victoria Road Recreation Centre,168036,,Mon-Fri,Jun 30-Jul 11,10-10:30 a.m.
Aquatics,Preschool Aquatics,RC Whale,3-6 years,Victoria Road Recreation Centre,168042,Combined with Crocodile,Wed,Jul 2-Aug 27,6-6:30 p.m.
Aquatics,Preschool Aquatics,Sea Lion,32mos-5 years,Victoria Road Recreation Centre,168043,,Mon,Jun 30-Aug 25,6:30-7 p.m.
Aquatics,Preschool Aquatics,Sea Lion,32mos-5 years,Victoria Road Recreation Centre,168044,,Tue,Jul 8-Aug 26,6-6:30 p.m.
Aquatics,Preschool Aquatics,Sea Lion,32mos-5 years,Victoria Road Recreation Centre,168045,,Wed,Jul 2-Aug 27,6-6:30 p.m.
Aquatics,Preschool Aquatics,Sea Lion,32mos-5 years,Victoria Road Recreation Centre,168046,,Thu,Jul 3-Aug 28,5:30-6 p.m.
Aquatics,Preschool Aquatics,Sea Lion,32mos-5 years,Victoria Road Recreation Centre,168047,,Thu,Jul 3-Aug 28,7-7:30 p.m.
Aquatics,Preschool Aquatics,Sea Lion,32mos-5 years,Victoria Road Recreation Centre,168048,,Mon-Fri,Jun 30-Jul 11,9:30-10 a.m.
Aquatics,Preschool Aquatics,Sea Lion,32mos-5 years,Victoria Road Recreation Centre,168049,,Mon-Fri,Jul14-24,9:30-10 a.m.
Aquatics,Preschool Aquatics,Sea Lion,32mos-5 years,Victoria Road Recreation Centre,168050,,Mon-Fri,Jul 28-Aug 8,9:30-10 a.m.
Aquatics,Preschool Aquatics,Sea Lion,32mos-5 years,Victoria Road Recreation Centre,168051,,Mon-Fri,Aug11-21,9:30-10 a.m.
Aquatics,Preschool Aquatics,Sea Lion,32mos-5 years,Victoria Road Recreation Centre,168052,,Thu/Tue,Jul3-31,6-6:30 p.m.
Aquatics,Preschool Aquatics,Sea Lion,32mos-5 years,Victoria Road Recreation Centre,168053,,Tue/Thu,Aug5-28,6-6:30 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids  1,5-12 years,Victoria Road Recreation Centre,168167,,Mon-Fri,Jun 30-Jul 11,9:30-10 a.m.
Aquatics,Preschool Aquatics,RC Duck,12-24mos,Victoria Road Recreation Centre,168168,Combined with Starfish & Sea Turtle  No Class Aug 4,Mon-Fri,Jul 28-Aug 8,10-10:30 a.m.
Aquatics,Preschool Aquatics,RC Duck,12-24mos,Victoria Road Recreation Centre,168169,,Wed,Jul 2-Aug 27,5:30-6 p.m.
Aquatics,Preschool Aquatics,RC Duck,12-24mos,Victoria Road Recreation Centre,168170,Combined with Starfish,Tue,Jul 8-Aug 26,5-5:30 p.m.
Aquatics,Preschool Aquatics,RC Sea Turtle,24-36mos,Victoria Road Recreation Centre,168172,Combined with Starfish & Duck,Mon-Fri,Jul14-24,10-10:30 a.m.
Aquatics,Preschool Aquatics,RC Starfish,4-12mos,Victoria Road Recreation Centre,168173,Combined with Sea Turtle & Duck  No class Jul 1,Mon-Fri,Jun 30-Jul 11,10-10:30 a.m.
Aquatics,Preschool Aquatics,RC Starfish,4-12mos,Victoria Road Recreation Centre,168174,Combined with Sea Turtle & Duck,Mon-Fri,Aug11-21,10-10:30 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids  1,5-12 years,Victoria Road Recreation Centre,168175,,Mon-Fri,Jun 30-Jul 11,10:30-11 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids  1,5-12 years,Victoria Road Recreation Centre,168176,,Thu/Tue,Jul3-31,7-7:30 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids  1,5-12 years,Victoria Road Recreation Centre,168177,,Thu/Tue,Jul3-31,5:30-6 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids  1,5-12 years,Victoria Road Recreation Centre,168178,,Tue,Jul 8-Aug 26,6-6:30 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids  1,5-12 years,Victoria Road Recreation Centre,168179,,Mon,Jun 30-Aug 25,6:30-7 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids  1,5-12 years,Victoria Road Recreation Centre,168180,,Wed,Jul 2-Aug 27,7-7:30 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids  1,5-12 years,Victoria Road Recreation Centre,168181,,Thu,Jul 3-Aug 28,6-6:30 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 10,6-12 years,Victoria Road Recreation Centre,168182,Combined with Swim Kids 9  No class Jul 1,Mon-Fri,Jun 30-Jul 11,10-11 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 10,6-12 years,Victoria Road Recreation Centre,168183,Combined with Swim Kids 9,Mon-Fri,Jul14-24,10-11 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 10,6-12 years,Victoria Road Recreation Centre,168184,Combined with Swim Kids 9,Thu,Jul 3-Aug 28,6-7 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 2,5-12 years,Victoria Road Recreation Centre,168185,,Thu/Tue,Jul3-31,5:30-6 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 2,5-12 years,Victoria Road Recreation Centre,168186,,Mon-Fri,Jun 30-Jul 11,10:30-11 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 2,5-12 years,Victoria Road Recreation Centre,168187,,Mon-Fri,Jun 30-Jul 11,9:30-10 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 2,5-12 years,Victoria Road Recreation Centre,168188,,Tue,Jul 8-Aug 26,6-6:30 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 2,5-12 years,Victoria Road Recreation Centre,168189,,Thu,Jul 3-Aug 28,6:30-7 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 2,5-12 years,Victoria Road Recreation Centre,168190,,Mon,Jun 30-Aug 25,6:30-7 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 2,5-12 years,Victoria Road Recreation Centre,168191,,Wed,Jul 2-Aug 27,6-6:30 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 3,5-12 years,Victoria Road Recreation Centre,168192,,Mon-Fri,Jun 30-Jul 11,9-9:30 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 3,5-12 years,Victoria Road Recreation Centre,168193,,Mon-Fri,Jun 30-Jul 11,10:30-11 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 3,5-12 years,Victoria Road Recreation Centre,168194,,Thu/Tue,Jul3-31,6:30-7 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 3,5-12 years,Victoria Road Recreation Centre,168195,,Mon,Jun 30-Aug 25,7-7:30 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 3,5-12 years,Victoria Road Recreation Centre,168196,,Tue,Jul 8-Aug 26,7-7:30 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 3,5-12 years,Victoria Road Recreation Centre,168197,,Tue,Jul 8-Aug 26,5-5:30 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 3,5-12 years,Victoria Road Recreation Centre,168198,,Wed,Jul 2-Aug 27,7-7:30 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 3,5-12 years,Victoria Road Recreation Centre,168199,,Wed,Jul 2-Aug 27,5:30-6 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 3,5-12 years,Victoria Road Recreation Centre,168200,,Thu,Jul 3-Aug 28,6-6:30 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 4,5-12 years,Victoria Road Recreation Centre,168201,,Mon-Fri,Jun 30-Jul 11,9-9:30 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 4,5-12 years,Victoria Road Recreation Centre,168202,,Mon-Fri,Jun 30-Jul 11,10-10:30 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 4,5-12 years,Victoria Road Recreation Centre,168203,,Thu/Tue,Jul3-31,6:30-7 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 4,5-12 years,Victoria Road Recreation Centre,168204,,Mon,Jun 30-Aug 25,7-7:30 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 4,5-12 years,Victoria Road Recreation Centre,168205,,Tue,Jul 8-Aug 26,7-7:30 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 4,5-12 years,Victoria Road Recreation Centre,168206,,Wed,Jul 2-Aug 27,7-7:30 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 4,5-12 years,Victoria Road Recreation Centre,168207,,Wed,Jul 2-Aug 27,5:30-6 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 4,5-12 years,Victoria Road Recreation Centre,168208,,Tue,Jul 8-Aug 26,5-5:30 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 4,5-12 years,Victoria Road Recreation Centre,168209,,Thu,Jul 3-Aug 28,7-7:30 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 5,6-12 years,Victoria Road Recreation Centre,168238,No class Jul 1,Mon-Fri,Jun 30-Jul 11,9-9:45 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 5,6-12 years,Victoria Road Recreation Centre,168239,No class Jul 1,Mon-Fri,Jun 30-Jul 11,10:30-11:15 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 5,6-12 years,Victoria Road Recreation Centre,168240,Combined with Swim Kids 6,Mon,Jun 30-Aug 25,7-7:45 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 5,6-12 years,Victoria Road Recreation Centre,168241,Combined with Swim Kids 6,Tue,Jul 8-Aug 26,5:30-6:15 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 5,6-12 years,Victoria Road Recreation Centre,168242,,Thu,Jul 3-Aug 28,6:15-7 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 5,6-12 years,Victoria Road Recreation Centre,168243,,Wed,Jul 2-Aug 27,5:30-6:15 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 6,6-12 years,Victoria Road Recreation Centre,168244,No class Jul 1,Mon-Fri,Jun 30-Jul 11,9:45-10:30 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 6,6-12 years,Victoria Road Recreation Centre,168245,Combined with Swim Kids 5,Mon,Jun 30-Aug 25,7-7:45 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 6,6-12 years,Victoria Road Recreation Centre,168246,Combined with Swim Kids 5,Tue,Jul 8-Aug 26,5:30-6:15 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 6,6-12 years,Victoria Road Recreation Centre,168247,,Wed,Jul 2-Aug 27,6:15-7 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 6,6-12 years,Victoria Road Recreation Centre,168248,,Thu,Jul 3-Aug 28,5:30-6:15 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 7,6-12 years,Victoria Road Recreation Centre,168249,No class Jul 1,Mon-Fri,Jun 30-Jul 11,9-10 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 7,6-12 years,Victoria Road Recreation Centre,168250,Combined with Swim Kids 8,Mon,Jun 30-Aug 25,7-8 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 7,6-12 years,Victoria Road Recreation Centre,168251,Combined with Swim Kids 8,Tue,Jul 8-Aug 26,6-7 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 7,6-12 years,Victoria Road Recreation Centre,168252,Combined with Swim Kids 8,Wed,Jul 2-Aug 27,7-8 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 8,6-12 years,Victoria Road Recreation Centre,168253,No class Jul 1,Mon-Fri,Jun 30-Jul 11,9-10 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 8,6-12 years,Victoria Road Recreation Centre,168254,Combined with Swim Kids 7,Tue,Jul 8-Aug 26,6-7 p.m.
Aquatics,Preschool Aquatics,RC Sunfish,3-6 years,Victoria Road Recreation Centre,168255,,Tue,Jul 8-Aug 26,5:30-6 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 8,6-12 years,Victoria Road Recreation Centre,168256,Combined with Swim Kids 7,Wed,Jul 2-Aug 27,7-8 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 8,6-12 years,Victoria Road Recreation Centre,168257,Combined with Swim Kids 7,Mon,Jun 30-Aug 25,7-8 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 9,6-12 years,Victoria Road Recreation Centre,168258,Combined with Swim Kids 10  No class Jul 1,Mon-Fri,Jun 30-Jul 11,10-11 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 9,6-12 years,Victoria Road Recreation Centre,168259,Combined with Swim Kids 10,Tue,Jul 8-Aug 26,7-8 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 9,6-12 years,Victoria Road Recreation Centre,168260,Combined with Swim Kids 10,Thu,Jul 3-Aug 28,6-7 p.m.
Aquatics,Preschool Aquatics,RC Whale,3-6 years,Victoria Road Recreation Centre,168261,Combined with Crocodile,Mon,Jun 30-Aug 25,6-6:30 p.m.
Aquatics,Private Aquatic Lessons,Privates - VRRC,3+ years,Victoria Road Recreation Centre,168262,,Tue/Thu,Aug5-28,7:30-8 p.m.
Aquatics,Private Aquatic Lessons,Privates - VRRC,3+ years,Victoria Road Recreation Centre,168263,,Thu/Tue,Jul3-31,7:30-8 p.m.
Aquatics,Private Aquatic Lessons,Privates - VRRC,3+ years,Victoria Road Recreation Centre,168264,,Thu/Tue,Jul3-31,7:30-8 p.m.
Aquatics,Private Aquatic Lessons,Privates - VRRC,3+ years,Victoria Road Recreation Centre,168265,,Thu/Tue,Jul3-31,7:30-8 p.m.
Aquatics,Private Aquatic Lessons,Privates - VRRC,3+ years,Victoria Road Recreation Centre,168266,,Mon-Fri,Jun 30-Jul 11,9:30-10 a.m.
Aquatics,Private Aquatic Lessons,Privates - VRRC,3+ years,Victoria Road Recreation Centre,168267,,Mon-Fri,Jun 30-Jul 11,10:30-11 a.m.
Aquatics,Private Aquatic Lessons,Privates - VRRC,3+ years,Victoria Road Recreation Centre,168271,,Tue,Jul 8-Aug 26,5-5:30 p.m.
Aquatics,Private Aquatic Lessons,Privates - VRRC,3+ years,Victoria Road Recreation Centre,168272,8 Lessons,Tue,Jul 8-Aug 26,5-5:30 p.m.
